		x-cp20936、简体中文(GB2312-80)  编码字符对照表
八进制	十进制	16进制	字符	说明
142646	50598	C5A6	纽	
142647	50599	C5A7	脓	
142650	50600	C5A8	浓	
142651	50601	C5A9	农	
142652	50602	C5AA	弄	
142653	50603	C5AB	奴	
142654	50604	C5AC	努	
142655	50605	C5AD	怒	
142656	50606	C5AE	女	
142657	50607	C5AF	暖	
142660	50608	C5B0	虐	
142661	50609	C5B1	疟	
142662	50610	C5B2	挪	
142663	50611	C5B3	懦	
142664	50612	C5B4	糯	
142665	50613	C5B5	诺	
142666	50614	C5B6	哦	
142667	50615	C5B7	欧	
142670	50616	C5B8	鸥	
142671	50617	C5B9	殴	
142672	50618	C5BA	藕	
142673	50619	C5BB	呕	
142674	50620	C5BC	偶	
142675	50621	C5BD	沤	
142676	50622	C5BE	啪	
142677	50623	C5BF	趴	
142700	50624	C5C0	爬	
142701	50625	C5C1	帕	
142702	50626	C5C2	怕	
142703	50627	C5C3	琶	
142704	50628	C5C4	拍	
142705	50629	C5C5	排	
142706	50630	C5C6	牌	
142707	50631	C5C7	徘	
142710	50632	C5C8	湃	
142711	50633	C5C9	派	
142712	50634	C5CA	攀	
142713	50635	C5CB	潘	
142714	50636	C5CC	盘	
142715	50637	C5CD	磐	
142716	50638	C5CE	盼	
142717	50639	C5CF	畔	
142720	50640	C5D0	判	
142721	50641	C5D1	叛	
142722	50642	C5D2	乓	
142723	50643	C5D3	庞	
142724	50644	C5D4	旁	
142725	50645	C5D5	耪	
142726	50646	C5D6	胖	
142727	50647	C5D7	抛	
142730	50648	C5D8	咆	
142731	50649	C5D9	刨	
142732	50650	C5DA	炮	
142733	50651	C5DB	袍	
142734	50652	C5DC	跑	
142735	50653	C5DD	泡	
142736	50654	C5DE	呸	
142737	50655	C5DF	胚	
142740	50656	C5E0	培	
142741	50657	C5E1	裴	
142742	50658	C5E2	赔	
142743	50659	C5E3	陪	
142744	50660	C5E4	配	
142745	50661	C5E5	佩	
142746	50662	C5E6	沛	
142747	50663	C5E7	喷	
142750	50664	C5E8	盆	
142751	50665	C5E9	砰	
142752	50666	C5EA	抨	
142753	50667	C5EB	烹	
142754	50668	C5EC	澎	
142755	50669	C5ED	彭	
142756	50670	C5EE	蓬	
142757	50671	C5EF	棚	
142760	50672	C5F0	硼	
142761	50673	C5F1	篷	
142762	50674	C5F2	膨	
142763	50675	C5F3	朋	
142764	50676	C5F4	鹏	
142765	50677	C5F5	捧	
142766	50678	C5F6	碰	
142767	50679	C5F7	坯	
142770	50680	C5F8	砒	
142771	50681	C5F9	霹	
142772	50682	C5FA	批	
142773	50683	C5FB	披	
142774	50684	C5FC	劈	
142775	50685	C5FD	琵	
142776	50686	C5FE	毗	
143241	50849	C6A1	啤	
143242	50850	C6A2	脾	
143243	50851	C6A3	疲	
143244	50852	C6A4	皮	
143245	50853	C6A5	匹	
143246	50854	C6A6	痞	
143247	50855	C6A7	僻	
143250	50856	C6A8	屁	
143251	50857	C6A9	譬	
143252	50858	C6AA	篇	
143253	50859	C6AB	偏	
143254	50860	C6AC	片	
143255	50861	C6AD	骗	
143256	50862	C6AE	飘	
143257	50863	C6AF	漂	
143260	50864	C6B0	瓢	
143261	50865	C6B1	票	
143262	50866	C6B2	撇	
143263	50867	C6B3	瞥	
143264	50868	C6B4	拼	
143265	50869	C6B5	频	
143266	50870	C6B6	贫	
143267	50871	C6B7	品	
143270	50872	C6B8	聘	
143271	50873	C6B9	乒	
143272	50874	C6BA	坪	
143273	50875	C6BB	苹	
143274	50876	C6BC	萍	
143275	50877	C6BD	平	
143276	50878	C6BE	凭	
143277	50879	C6BF	瓶	
143300	50880	C6C0	评	
143301	50881	C6C1	屏	
143302	50882	C6C2	坡	
143303	50883	C6C3	泼	
143304	50884	C6C4	颇	
143305	50885	C6C5	婆	
143306	50886	C6C6	破	
143307	50887	C6C7	魄	
143310	50888	C6C8	迫	
143311	50889	C6C9	粕	
143312	50890	C6CA	剖	
143313	50891	C6CB	扑	
143314	50892	C6CC	铺	
143315	50893	C6CD	仆	
143316	50894	C6CE	莆	
143317	50895	C6CF	葡	
143320	50896	C6D0	菩	
143321	50897	C6D1	蒲	
143322	50898	C6D2	埔	
143323	50899	C6D3	朴	
143324	50900	C6D4	圃	
143325	50901	C6D5	普	
143326	50902	C6D6	浦	
143327	50903	C6D7	谱	
143330	50904	C6D8	曝	
143331	50905	C6D9	瀑	
143332	50906	C6DA	期	
143333	50907	C6DB	欺	
143334	50908	C6DC	栖	
143335	50909	C6DD	戚	
143336	50910	C6DE	妻	
143337	50911	C6DF	七	
143340	50912	C6E0	凄	
143341	50913	C6E1	漆	
143342	50914	C6E2	柒	
143343	50915	C6E3	沏	
143344	50916	C6E4	其	
143345	50917	C6E5	棋	
143346	50918	C6E6	奇	
143347	50919	C6E7	歧	
143350	50920	C6E8	畦	
143351	50921	C6E9	崎	
143352	50922	C6EA	脐	
143353	50923	C6EB	齐	
143354	50924	C6EC	旗	
143355	50925	C6ED	祈	
143356	50926	C6EE	祁	
143357	50927	C6EF	骑	
143360	50928	C6F0	起	
143361	50929	C6F1	岂	
143362	50930	C6F2	乞	
143363	50931	C6F3	企	
143364	50932	C6F4	启	
143365	50933	C6F5	契	
143366	50934	C6F6	砌	
143367	50935	C6F7	器	
143370	50936	C6F8	气	
143371	50937	C6F9	迄	
143372	50938	C6FA	弃	
143373	50939	C6FB	汽	
143374	50940	C6FC	泣	
143375	50941	C6FD	讫	
143376	50942	C6FE	掐	
143641	51105	C7A1	恰	
143642	51106	C7A2	洽	
143643	51107	C7A3	牵	
143644	51108	C7A4	扦	
143645	51109	C7A5	钎	
143646	51110	C7A6	铅	
143647	51111	C7A7	千	
143650	51112	C7A8	迁	
143651	51113	C7A9	签	
143652	51114	C7AA	仟	
143653	51115	C7AB	谦	
143654	51116	C7AC	乾	
143655	51117	C7AD	黔	
143656	51118	C7AE	钱	
143657	51119	C7AF	钳	
143660	51120	C7B0	前	
143661	51121	C7B1	潜	
143662	51122	C7B2	遣	
143663	51123	C7B3	浅	
143664	51124	C7B4	谴	
143665	51125	C7B5	堑	
143666	51126	C7B6	嵌	
143667	51127	C7B7	欠	
143670	51128	C7B8	歉	
143671	51129	C7B9	枪	
143672	51130	C7BA	呛	
143673	51131	C7BB	腔	
143674	51132	C7BC	羌	
143675	51133	C7BD	墙	
143676	51134	C7BE	蔷	
143677	51135	C7BF	强	
143700	51136	C7C0	抢	
143701	51137	C7C1	橇	
143702	51138	C7C2	锹	
143703	51139	C7C3	敲	
143704	51140	C7C4	悄	
143705	51141	C7C5	桥	
143706	51142	C7C6	瞧	
143707	51143	C7C7	乔	
143710	51144	C7C8	侨	
143711	51145	C7C9	巧	
143712	51146	C7CA	鞘	
143713	51147	C7CB	撬	
143714	51148	C7CC	翘	
143715	51149	C7CD	峭	
143716	51150	C7CE	俏	
143717	51151	C7CF	窍	
143720	51152	C7D0	切	
143721	51153	C7D1	茄	
143722	51154	C7D2	且	
143723	51155	C7D3	怯	
143724	51156	C7D4	窃	
143725	51157	C7D5	钦	
143726	51158	C7D6	侵	
143727	51159	C7D7	亲	
143730	51160	C7D8	秦	
143731	51161	C7D9	琴	
143732	51162	C7DA	勤	
143733	51163	C7DB	芹	
143734	51164	C7DC	擒	
143735	51165	C7DD	禽	
143736	51166	C7DE	寝	
143737	51167	C7DF	沁	
143740	51168	C7E0	青	
143741	51169	C7E1	轻	
143742	51170	C7E2	氢	
143743	51171	C7E3	倾	
143744	51172	C7E4	卿	
143745	51173	C7E5	清	
143746	51174	C7E6	擎	
143747	51175	C7E7	晴	
143750	51176	C7E8	氰	
143751	51177	C7E9	情	
143752	51178	C7EA	顷	
143753	51179	C7EB	请	
143754	51180	C7EC	庆	
143755	51181	C7ED	琼	
143756	51182	C7EE	穷	
143757	51183	C7EF	秋	
143760	51184	C7F0	丘	
143761	51185	C7F1	邱	
143762	51186	C7F2	球	
143763	51187	C7F3	求	
143764	51188	C7F4	囚	
143765	51189	C7F5	酋	
143766	51190	C7F6	泅	
143767	51191	C7F7	趋	
143770	51192	C7F8	区	
143771	51193	C7F9	蛆	
143772	51194	C7FA	曲	
143773	51195	C7FB	躯	
143774	51196	C7FC	屈	
143775	51197	C7FD	驱	
143776	51198	C7FE	渠	
144241	51361	C8A1	取	
144242	51362	C8A2	娶	
144243	51363	C8A3	龋	
144244	51364	C8A4	趣	
144245	51365	C8A5	去	
144246	51366	C8A6	圈	
144247	51367	C8A7	颧	
144250	51368	C8A8	权	
144251	51369	C8A9	醛	
144252	51370	C8AA	泉	
144253	51371	C8AB	全	
144254	51372	C8AC	痊	
144255	51373	C8AD	拳	
144256	51374	C8AE	犬	
144257	51375	C8AF	券	
144260	51376	C8B0	劝	
144261	51377	C8B1	缺	
144262	51378	C8B2	炔	
144263	51379	C8B3	瘸	
144264	51380	C8B4	却	
144265	51381	C8B5	鹊	
144266	51382	C8B6	榷	
144267	51383	C8B7	确	
144270	51384	C8B8	雀	
144271	51385	C8B9	裙	
144272	51386	C8BA	群	
144273	51387	C8BB	然	
144274	51388	C8BC	燃	
144275	51389	C8BD	冉	
144276	51390	C8BE	染	
144277	51391	C8BF	瓤	
144300	51392	C8C0	壤	
144301	51393	C8C1	攘	
144302	51394	C8C2	嚷	
144303	51395	C8C3	让	
144304	51396	C8C4	饶	
144305	51397	C8C5	扰	
144306	51398	C8C6	绕	
144307	51399	C8C7	惹	
144310	51400	C8C8	热	
144311	51401	C8C9	壬	
144312	51402	C8CA	仁	
144313	51403	C8CB	人	
144314	51404	C8CC	忍	
144315	51405	C8CD	韧	
144316	51406	C8CE	任	
144317	51407	C8CF	认	
144320	51408	C8D0	刃	
144321	51409	C8D1	妊	
144322	51410	C8D2	纫	
144323	51411	C8D3	扔	
144324	51412	C8D4	仍	
144325	51413	C8D5	日	
144326	51414	C8D6	戎	
144327	51415	C8D7	茸	
144330	51416	C8D8	蓉	
144331	51417	C8D9	荣	
144332	51418	C8DA	融	
144333	51419	C8DB	熔	
144334	51420	C8DC	溶	
144335	51421	C8DD	容	
144336	51422	C8DE	绒	
144337	51423	C8DF	冗	
144340	51424	C8E0	揉	
144341	51425	C8E1	柔	
144342	51426	C8E2	肉	
144343	51427	C8E3	茹	
144344	51428	C8E4	蠕	
144345	51429	C8E5	儒	
144346	51430	C8E6	孺	
144347	51431	C8E7	如	
144350	51432	C8E8	辱	
144351	51433	C8E9	乳	
144352	51434	C8EA	汝	
144353	51435	C8EB	入	
144354	51436	C8EC	褥	
144355	51437	C8ED	软	
144356	51438	C8EE	阮	
144357	51439	C8EF	蕊	
144360	51440	C8F0	瑞	
144361	51441	C8F1	锐	
144362	51442	C8F2	闰	
144363	51443	C8F3	润	
144364	51444	C8F4	若	
144365	51445	C8F5	弱	
144366	51446	C8F6	撒	
144367	51447	C8F7	洒	
144370	51448	C8F8	萨	
144371	51449	C8F9	腮	
144372	51450	C8FA	鳃	
144373	51451	C8FB	塞	
144374	51452	C8FC	赛	
144375	51453	C8FD	三	
144376	51454	C8FE	叁	
144641	51617	C9A1	伞	
144642	51618	C9A2	散	
144643	51619	C9A3	桑	
144644	51620	C9A4	嗓	
144645	51621	C9A5	丧	
144646	51622	C9A6	搔	
144647	51623	C9A7	骚	
144650	51624	C9A8	扫	
144651	51625	C9A9	嫂	
144652	51626	C9AA	瑟	
144653	51627	C9AB	色	
144654	51628	C9AC	涩	
144655	51629	C9AD	森	
144656	51630	C9AE	僧	
144657	51631	C9AF	莎	
144660	51632	C9B0	砂	
144661	51633	C9B1	杀	
144662	51634	C9B2	刹	
144663	51635	C9B3	沙	
144664	51636	C9B4	纱	
144665	51637	C9B5	傻	
144666	51638	C9B6	啥	
144667	51639	C9B7	煞	
144670	51640	C9B8	筛	
144671	51641	C9B9	晒	
144672	51642	C9BA	珊	
144673	51643	C9BB	苫	
144674	51644	C9BC	杉	
144675	51645	C9BD	山	
144676	51646	C9BE	删	
144677	51647	C9BF	煽	
144700	51648	C9C0	衫	
144701	51649	C9C1	闪	
144702	51650	C9C2	陕	
144703	51651	C9C3	擅	
144704	51652	C9C4	赡	
144705	51653	C9C5	膳	
144706	51654	C9C6	善	
144707	51655	C9C7	汕	
144710	51656	C9C8	扇	
144711	51657	C9C9	缮	
144712	51658	C9CA	墒	
144713	51659	C9CB	伤	
144714	51660	C9CC	商	
144715	51661	C9CD	赏	
144716	51662	C9CE	晌	
144717	51663	C9CF	上	
144720	51664	C9D0	尚	
144721	51665	C9D1	裳	
144722	51666	C9D2	梢	
144723	51667	C9D3	捎	
144724	51668	C9D4	稍	
144725	51669	C9D5	烧	
144726	51670	C9D6	芍	
144727	51671	C9D7	勺	
144730	51672	C9D8	韶	
144731	51673	C9D9	少	
144732	51674	C9DA	哨	
144733	51675	C9DB	邵	
144734	51676	C9DC	绍	
144735	51677	C9DD	奢	
144736	51678	C9DE	赊	
144737	51679	C9DF	蛇	
144740	51680	C9E0	舌	
144741	51681	C9E1	舍	
144742	51682	C9E2	赦	
144743	51683	C9E3	摄	
144744	51684	C9E4	射	
144745	51685	C9E5	慑	
144746	51686	C9E6	涉	
144747	51687	C9E7	社	
144750	51688	C9E8	设	
144751	51689	C9E9	砷	
144752	51690	C9EA	申	
144753	51691	C9EB	呻	
144754	51692	C9EC	伸	
144755	51693	C9ED	身	
144756	51694	C9EE	深	
144757	51695	C9EF	娠	
144760	51696	C9F0	绅	
144761	51697	C9F1	神	
144762	51698	C9F2	沈	
144763	51699	C9F3	审	
144764	51700	C9F4	婶	
144765	51701	C9F5	甚	
144766	51702	C9F6	肾	
144767	51703	C9F7	慎	
144770	51704	C9F8	渗	
144771	51705	C9F9	声	
144772	51706	C9FA	生	
144773	51707	C9FB	甥	
144774	51708	C9FC	牲	
144775	51709	C9FD	升	
144776	51710	C9FE	绳	
145241	51873	CAA1	省	
145242	51874	CAA2	盛	
145243	51875	CAA3	剩	
145244	51876	CAA4	胜	
145245	51877	CAA5	圣	
145246	51878	CAA6	师	
145247	51879	CAA7	失	
145250	51880	CAA8	狮	
145251	51881	CAA9	施	
145252	51882	CAAA	湿	
145253	51883	CAAB	诗	
145254	51884	CAAC	尸	
145255	51885	CAAD	虱	
145256	51886	CAAE	十	
145257	51887	CAAF	石	
145260	51888	CAB0	拾	
145261	51889	CAB1	时	
145262	51890	CAB2	什	
145263	51891	CAB3	食	
145264	51892	CAB4	蚀	
145265	51893	CAB5	实	
145266	51894	CAB6	识	
145267	51895	CAB7	史	
145270	51896	CAB8	矢	
145271	51897	CAB9	使	
145272	51898	CABA	屎	
145273	51899	CABB	驶	
145274	51900	CABC	始	
145275	51901	CABD	式	
145276	51902	CABE	示	
145277	51903	CABF	士	
145300	51904	CAC0	世	
145301	51905	CAC1	柿	
145302	51906	CAC2	事	
145303	51907	CAC3	拭	
145304	51908	CAC4	誓	
145305	51909	CAC5	逝	
145306	51910	CAC6	势	
145307	51911	CAC7	是	
145310	51912	CAC8	嗜	
145311	51913	CAC9	噬	
145312	51914	CACA	适	
145313	51915	CACB	仕	
145314	51916	CACC	侍	
145315	51917	CACD	释	
145316	51918	CACE	饰	
145317	51919	CACF	氏	
145320	51920	CAD0	市	
145321	51921	CAD1	恃	
145322	51922	CAD2	室	
145323	51923	CAD3	视	
145324	51924	CAD4	试	
145325	51925	CAD5	收	
145326	51926	CAD6	手	
145327	51927	CAD7	首	
145330	51928	CAD8	守	
145331	51929	CAD9	寿	
145332	51930	CADA	授	
145333	51931	CADB	售	
145334	51932	CADC	受	
145335	51933	CADD	瘦	
145336	51934	CADE	兽	
145337	51935	CADF	蔬	
145340	51936	CAE0	枢	
145341	51937	CAE1	梳	
145342	51938	CAE2	殊	
145343	51939	CAE3	抒	
145344	51940	CAE4	输	
145345	51941	CAE5	叔	
145346	51942	CAE6	舒	
145347	51943	CAE7	淑	
145350	51944	CAE8	疏	
145351	51945	CAE9	书	
145352	51946	CAEA	赎	
145353	51947	CAEB	孰	
145354	51948	CAEC	熟	
145355	51949	CAED	薯	
145356	51950	CAEE	暑	
145357	51951	CAEF	曙	
145360	51952	CAF0	署	
145361	51953	CAF1	蜀	
145362	51954	CAF2	黍	
145363	51955	CAF3	鼠	
145364	51956	CAF4	属	
145365	51957	CAF5	术	
145366	51958	CAF6	述	
145367	51959	CAF7	树	
145370	51960	CAF8	束	
145371	51961	CAF9	戍	
145372	51962	CAFA	竖	
145373	51963	CAFB	墅	
145374	51964	CAFC	庶	
145375	51965	CAFD	数	
145376	51966	CAFE	漱	
145641	52129	CBA1	恕	
145642	52130	CBA2	刷	
145643	52131	CBA3	耍	
145644	52132	CBA4	摔	
145645	52133	CBA5	衰	
145646	52134	CBA6	甩	
145647	52135	CBA7	帅	
145650	52136	CBA8	栓	
145651	52137	CBA9	拴	
145652	52138	CBAA	霜	
145653	52139	CBAB	双	
145654	52140	CBAC	爽	
145655	52141	CBAD	谁	
145656	52142	CBAE	水	
145657	52143	CBAF	睡	
145660	52144	CBB0	税	
145661	52145	CBB1	吮	
145662	52146	CBB2	瞬	
145663	52147	CBB3	顺	
145664	52148	CBB4	舜	
145665	52149	CBB5	说	
145666	52150	CBB6	硕	
145667	52151	CBB7	朔	
145670	52152	CBB8	烁	
145671	52153	CBB9	斯	
145672	52154	CBBA	撕	
145673	52155	CBBB	嘶	
145674	52156	CBBC	思	
145675	52157	CBBD	私	
145676	52158	CBBE	司	
145677	52159	CBBF	丝	
145700	52160	CBC0	死	
145701	52161	CBC1	肆	
145702	52162	CBC2	寺	
145703	52163	CBC3	嗣	
145704	52164	CBC4	四	
145705	52165	CBC5	伺	
145706	52166	CBC6	似	
145707	52167	CBC7	饲	
145710	52168	CBC8	巳	
145711	52169	CBC9	松	
145712	52170	CBCA	耸	
145713	52171	CBCB	怂	
145714	52172	CBCC	颂	
145715	52173	CBCD	送	
145716	52174	CBCE	宋	
145717	52175	CBCF	讼	
145720	52176	CBD0	诵	
145721	52177	CBD1	搜	
145722	52178	CBD2	艘	
145723	52179	CBD3	擞	
145724	52180	CBD4	嗽	
145725	52181	CBD5	苏	
145726	52182	CBD6	酥	
145727	52183	CBD7	俗	
145730	52184	CBD8	素	
145731	52185	CBD9	速	
145732	52186	CBDA	粟	
145733	52187	CBDB	僳	
145734	52188	CBDC	塑	
145735	52189	CBDD	溯	
145736	52190	CBDE	宿	
145737	52191	CBDF	诉	
145740	52192	CBE0	肃	
145741	52193	CBE1	酸	
145742	52194	CBE2	蒜	
145743	52195	CBE3	算	
145744	52196	CBE4	虽	
145745	52197	CBE5	隋	
145746	52198	CBE6	随	
145747	52199	CBE7	绥	
145750	52200	CBE8	髓	
145751	52201	CBE9	碎	
145752	52202	CBEA	岁	
145753	52203	CBEB	穗	
145754	52204	CBEC	遂	
145755	52205	CBED	隧	
145756	52206	CBEE	祟	
145757	52207	CBEF	孙	
145760	52208	CBF0	损	
145761	52209	CBF1	笋	
145762	52210	CBF2	蓑	
145763	52211	CBF3	梭	
145764	52212	CBF4	唆	
145765	52213	CBF5	缩	
145766	52214	CBF6	琐	
145767	52215	CBF7	索	
145770	52216	CBF8	锁	
145771	52217	CBF9	所	
145772	52218	CBFA	塌	
145773	52219	CBFB	他	
145774	52220	CBFC	它	
145775	52221	CBFD	她	
145776	52222	CBFE	塔	
146241	52385	CCA1	獭	
146242	52386	CCA2	挞	
146243	52387	CCA3	蹋	
146244	52388	CCA4	踏	
146245	52389	CCA5	胎	
146246	52390	CCA6	苔	
146247	52391	CCA7	抬	
146250	52392	CCA8	台	
146251	52393	CCA9	泰	
146252	52394	CCAA	酞	
146253	52395	CCAB	太	
146254	52396	CCAC	态	
146255	52397	CCAD	汰	
146256	52398	CCAE	坍	
146257	52399	CCAF	摊	
146260	52400	CCB0	贪	
146261	52401	CCB1	瘫	
146262	52402	CCB2	滩	
146263	52403	CCB3	坛	
146264	52404	CCB4	檀	
146265	52405	CCB5	痰	
146266	52406	CCB6	潭	
146267	52407	CCB7	谭	
146270	52408	CCB8	谈	
146271	52409	CCB9	坦	
146272	52410	CCBA	毯	
146273	52411	CCBB	袒	
146274	52412	CCBC	碳	
146275	52413	CCBD	探	
146276	52414	CCBE	叹	
146277	52415	CCBF	炭	
146300	52416	CCC0	汤	
146301	52417	CCC1	塘	
146302	52418	CCC2	搪	
146303	52419	CCC3	堂	
146304	52420	CCC4	棠	
146305	52421	CCC5	膛	
146306	52422	CCC6	唐	
146307	52423	CCC7	糖	
146310	52424	CCC8	倘	
146311	52425	CCC9	躺	
146312	52426	CCCA	淌	
146313	52427	CCCB	趟	
146314	52428	CCCC	烫	
146315	52429	CCCD	掏	
146316	52430	CCCE	涛	
146317	52431	CCCF	滔	
146320	52432	CCD0	绦	
146321	52433	CCD1	萄	
146322	52434	CCD2	桃	
146323	52435	CCD3	逃	
146324	52436	CCD4	淘	
146325	52437	CCD5	陶	
146326	52438	CCD6	讨	
146327	52439	CCD7	套	
146330	52440	CCD8	特	
146331	52441	CCD9	藤	
146332	52442	CCDA	腾	
146333	52443	CCDB	疼	
146334	52444	CCDC	誊	
146335	52445	CCDD	梯	
146336	52446	CCDE	剔	
146337	52447	CCDF	踢	
146340	52448	CCE0	锑	
146341	52449	CCE1	提	
146342	52450	CCE2	题	
146343	52451	CCE3	蹄	
146344	52452	CCE4	啼	
146345	52453	CCE5	体	
146346	52454	CCE6	替	
146347	52455	CCE7	嚏	
146350	52456	CCE8	惕	
146351	52457	CCE9	涕	
146352	52458	CCEA	剃	
146353	52459	CCEB	屉	
146354	52460	CCEC	天	
146355	52461	CCED	添	
146356	52462	CCEE	填	
146357	52463	CCEF	田	
146360	52464	CCF0	甜	
146361	52465	CCF1	恬	
146362	52466	CCF2	舔	
146363	52467	CCF3	腆	
146364	52468	CCF4	挑	
146365	52469	CCF5	条	
146366	52470	CCF6	迢	
146367	52471	CCF7	眺	
146370	52472	CCF8	跳	
146371	52473	CCF9	贴	
146372	52474	CCFA	铁	
146373	52475	CCFB	帖	
146374	52476	CCFC	厅	
146375	52477	CCFD	听	
146376	52478	CCFE	烃	
146641	52641	CDA1	汀	
146642	52642	CDA2	廷	
146643	52643	CDA3	停	
146644	52644	CDA4	亭	
146645	52645	CDA5	庭	
146646	52646	CDA6	挺	
146647	52647	CDA7	艇	
146650	52648	CDA8	通	
146651	52649	CDA9	桐	
146652	52650	CDAA	酮	
146653	52651	CDAB	瞳	
146654	52652	CDAC	同	
146655	52653	CDAD	铜	
146656	52654	CDAE	彤	
146657	52655	CDAF	童	
146660	52656	CDB0	桶	
146661	52657	CDB1	捅	
146662	52658	CDB2	筒	
146663	52659	CDB3	统	
146664	52660	CDB4	痛	
146665	52661	CDB5	偷	
146666	52662	CDB6	投	
146667	52663	CDB7	头	
146670	52664	CDB8	透	
146671	52665	CDB9	凸	
146672	52666	CDBA	秃	
146673	52667	CDBB	突	
146674	52668	CDBC	图	
146675	52669	CDBD	徒	
146676	52670	CDBE	途	
146677	52671	CDBF	涂	
146700	52672	CDC0	屠	
146701	52673	CDC1	土	
146702	52674	CDC2	吐	
146703	52675	CDC3	兔	
146704	52676	CDC4	湍	
146705	52677	CDC5	团	
146706	52678	CDC6	推	
146707	52679	CDC7	颓	
146710	52680	CDC8	腿	
146711	52681	CDC9	蜕	
146712	52682	CDCA	褪	
146713	52683	CDCB	退	
146714	52684	CDCC	吞	
146715	52685	CDCD	屯	
146716	52686	CDCE	臀	
146717	52687	CDCF	拖	
146720	52688	CDD0	托	
146721	52689	CDD1	脱	
146722	52690	CDD2	鸵	
146723	52691	CDD3	陀	
146724	52692	CDD4	驮	
146725	52693	CDD5	驼	
146726	52694	CDD6	椭	
146727	52695	CDD7	妥	
146730	52696	CDD8	拓	
146731	52697	CDD9	唾	
146732	52698	CDDA	挖	
146733	52699	CDDB	哇	
146734	52700	CDDC	蛙	
146735	52701	CDDD	洼	
146736	52702	CDDE	娃	
146737	52703	CDDF	瓦	
146740	52704	CDE0	袜	
146741	52705	CDE1	歪	
146742	52706	CDE2	外	
146743	52707	CDE3	豌	
146744	52708	CDE4	弯	
146745	52709	CDE5	湾	
146746	52710	CDE6	玩	
146747	52711	CDE7	顽	
146750	52712	CDE8	丸	
146751	52713	CDE9	烷	
146752	52714	CDEA	完	
146753	52715	CDEB	碗	
146754	52716	CDEC	挽	
146755	52717	CDED	晚	
146756	52718	CDEE	皖	
146757	52719	CDEF	惋	
146760	52720	CDF0	宛	
146761	52721	CDF1	婉	
146762	52722	CDF2	万	
146763	52723	CDF3	腕	
146764	52724	CDF4	汪	
146765	52725	CDF5	王	
146766	52726	CDF6	亡	
146767	52727	CDF7	枉	
146770	52728	CDF8	网	
146771	52729	CDF9	往	
146772	52730	CDFA	旺	
146773	52731	CDFB	望	
146774	52732	CDFC	忘	
146775	52733	CDFD	妄	
146776	52734	CDFE	威	
147241	52897	CEA1	巍	
147242	52898	CEA2	微	
147243	52899	CEA3	危	
147244	52900	CEA4	韦	
147245	52901	CEA5	违	
147246	52902	CEA6	桅	
147247	52903	CEA7	围	
147250	52904	CEA8	唯	
147251	52905	CEA9	惟	
147252	52906	CEAA	为	
147253	52907	CEAB	潍	
147254	52908	CEAC	维	
147255	52909	CEAD	苇	
147256	52910	CEAE	萎	
147257	52911	CEAF	委	
147260	52912	CEB0	伟	
147261	52913	CEB1	伪	
147262	52914	CEB2	尾	
147263	52915	CEB3	纬	
147264	52916	CEB4	未	
147265	52917	CEB5	蔚	
147266	52918	CEB6	味	
147267	52919	CEB7	畏	
147270	52920	CEB8	胃	
147271	52921	CEB9	喂	
147272	52922	CEBA	魏	
147273	52923	CEBB	位	
147274	52924	CEBC	渭	
147275	52925	CEBD	谓	
147276	52926	CEBE	尉	
147277	52927	CEBF	慰	
147300	52928	CEC0	卫	
147301	52929	CEC1	瘟	
147302	52930	CEC2	温	
147303	52931	CEC3	蚊	
147304	52932	CEC4	文	
147305	52933	CEC5	闻	
147306	52934	CEC6	纹	
147307	52935	CEC7	吻	
147310	52936	CEC8	稳	
147311	52937	CEC9	紊	
147312	52938	CECA	问	
147313	52939	CECB	嗡	
147314	52940	CECC	翁	
147315	52941	CECD	瓮	
147316	52942	CECE	挝	
147317	52943	CECF	蜗	
147320	52944	CED0	涡	
147321	52945	CED1	窝	
147322	52946	CED2	我	
147323	52947	CED3	斡	
147324	52948	CED4	卧	
147325	52949	CED5	握	
147326	52950	CED6	沃	
147327	52951	CED7	巫	
147330	52952	CED8	呜	
147331	52953	CED9	钨	
147332	52954	CEDA	乌	
147333	52955	CEDB	污	
147334	52956	CEDC	诬	
147335	52957	CEDD	屋	
147336	52958	CEDE	无	
147337	52959	CEDF	芜	
147340	52960	CEE0	梧	
147341	52961	CEE1	吾	
147342	52962	CEE2	吴	
147343	52963	CEE3	毋	
147344	52964	CEE4	武	
147345	52965	CEE5	五	
147346	52966	CEE6	捂	
147347	52967	CEE7	午	
147350	52968	CEE8	舞	
147351	52969	CEE9	伍	
147352	52970	CEEA	侮	
147353	52971	CEEB	坞	
147354	52972	CEEC	戊	
147355	52973	CEED	雾	
147356	52974	CEEE	晤	
147357	52975	CEEF	物	
147360	52976	CEF0	勿	
147361	52977	CEF1	务	
147362	52978	CEF2	悟	
147363	52979	CEF3	误	
147364	52980	CEF4	昔	
147365	52981	CEF5	熙	
147366	52982	CEF6	析	
147367	52983	CEF7	西	
147370	52984	CEF8	硒	
147371	52985	CEF9	矽	
147372	52986	CEFA	晰	
147373	52987	CEFB	嘻	
147374	52988	CEFC	吸	
147375	52989	CEFD	锡	
147376	52990	CEFE	牺	
147641	53153	CFA1	稀	
147642	53154	CFA2	息	
147643	53155	CFA3	希	
147644	53156	CFA4	悉	
147645	53157	CFA5	膝	
147646	53158	CFA6	夕	
147647	53159	CFA7	惜	
147650	53160	CFA8	熄	
